City,Ratings,Ideal_duration,Image_URL,City_desc,Category
Patwon Ki Haveli,4.1,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Patwon_ki_haveli_18.jpg/960px-Patwon_ki_haveli_18.jpg," Dipped in an enchanting shade of yellow, Patwon ki Haveli grabs the attention of every visitor. It is a cluster of 5 Haveli which was believed to be built by Patwa, a wealthy trader who constructed the stories for each of his 5 sons. Locals also refer to the haveli as Kothari’s Patwa Haveli.  ",Desert
Sam Sand Dunes,4.2,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Erosioenparamo.jpg/960px-Erosioenparamo.jpg," One of the most popular attractions in Jaisalmer, Sam Sand Dunes are among the best and most authentic in India. The best time to visit these dunes is either sunset (around 4-7 pm) or sunrise (4-6 am). There are many other activities which one may enjoy as camel safari and jeep safari. ",Beach
Nathmal Ki Haveli,3.8,2-Jan,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Patwon_ki_haveli_18.jpg/960px-Patwon_ki_haveli_18.jpg," Nathmal ki Haveli is an ornate architecture in the heart of Jaisalmer. It was commissioned to serve as the residence of the then prime minister Diwan Mohata Nathmal. The haveli is built of yellow sandstone. Thus when the sun rays fall on these structures, they radiate like gold.  ",Beach
Indo-Pak Border,3.5,2-Jan,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/India-Pakistan_Border_at_Night.jpg/960px-India-Pakistan_Border_at_Night.jpg, Visiting the Indo-Pak Border is one of the most exotic things to do in Jaisalmer. The area is situated near the Tanot Mata temple and can be visited by prior permission and permits from the Indian Military Forces. ,Desert
Bada Bagh,3.8,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Resting_places.jpg/960px-Resting_places.jpg," Bada Bagh is primarily a cenotaph adjoining a garden, located about 6 kms north of Jaisalmer, on the way to Ramgarh. The set of royal cenotaphs are basically chhatris of the Maharajas which once ruled the Jaisalmer state. The gardens are now largely neglected, but the hill with the cenotaphs is still quite an interesting sight in the middle of the sand dunes. ",Hill Station
Windmill Park,3.3,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/The_Three_Horseshoes%2C_Southall_-_DSC07008.JPG/960px-The_Three_Horseshoes%2C_Southall_-_DSC07008.JPG," India's largest operational onshore wind mill farm, Jaisalmer Wind Mill Park is located in Rajasthan near the Yamuna River between the Vindyha Mountains and the Himalayas. ",Hill Station
Dune Bashing,3.1,2-Jan,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Landy4no.jpg/600px-Landy4no.jpg," Dune Bashing is one of the most exclusive and unique things to do in Jaisalmer. If you have an adventure streak, this is one activity you should definitely try. You will literally feel your adrenaline rush up when you are rafting through the pits and falls of the majestic golden desert even when you are safely seated in the car with seat belts fastened to you. ",Beach
Desert Culture Centre And Museum,3.3,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Nk%27Mip_DCC_1.jpg/960px-Nk%27Mip_DCC_1.jpg," Knowledge bank of rich cultural heritage, craftsmanship and artistic talents of Jaisalmer, the museum displays varied collections of traditional instruments, rich collections of ancient and medieval coins, any kinds of utensils and other artifacts and admirable textiles. ",Heritage
Mandir Palace,3.1,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/JagMandir.jpg/960px-JagMandir.jpg," The Mandir Palace a two-century-old architecture is the finest heritage hotels in the city of Jaisalmer. The hotel offers an ambiance of medieval charm with a glimpse of modern amenities. It is adorned with exquisite stone carvings, ornate balconies, canopies that represent the craftsmanship in its purest form. ",Heritage
Lodhruva,3.0,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Lodurva_Temples.jpg/960px-Lodurva_Temples.jpg," 16 km north-west of Jaisalmer is Lodhruva the ancient capital city of Bhatti dynasty of the 12th century. The old capital of Bhatti Rajput was once a flourishing city. Although the town was ransacked by Muslim invaders, the prominent attraction of the city is its architectural ruins. ",Heritage
Surya Gate,3.0,2-Jan,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Konarka_Temple.jpg/960px-Konarka_Temple.jpg," The Surya Gate is one of the four entry gates to the 12th century, Jaisalmer Fort. The fort on the Trikuta hill has four successive gates Akai, Surya, Ganesh and Hawa through which the visitors need to pass through. ",Hill Station
Tazia Tower,3.0,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Chhota_imambara_Lucknow.jpg/960px-Chhota_imambara_Lucknow.jpg," Tazia Tower is a unique Rajputana architecture of Rajasthan. Situated in the Badal Complex, the building has five storeys each of which tells a different story. Tazia in Urdu means float that's taken during the procession of Muharram.  ",Heritage
Nakki Lake,4.3,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Nakki_Lake_during_daytime.JPG/960px-Nakki_Lake_during_daytime.JPG, The beautiful Nakki lake is surrounded by hills on all sides and boating here is a blissful experience. This is the only artificial lake in India to be created at a height of more than 1200m from sea level. ,Hill Station
Guru Shikhar,4.2,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Arbuda_Mountains.JPG/960px-Arbuda_Mountains.JPG," This is the highest peak of the Aravali range with an altitude of about 1,722m above sea level. The trek to the top of the mountain is adventurous and fun. ",Hill Station
Toad Rock,3.2,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Toad_the_Wet_Sprocket_2014.jpg/960px-Toad_the_Wet_Sprocket_2014.jpg," Known as The mascot of Mount Abu, Toad Rock is one of the most frequented point in the itinerary of all visitors. To see the panoramic beauty of the surrounding lake and greenish hilly regions you can climb up the rock and capture the breathtaking scenery. ",Hill Station
Dilwara Temples,4.4,5-Apr,https://upload.wikimedia.org/wikipedia/commons/8/81/Delwada.jpg," The Dilwara temples, located about 3 kms from Mount Abu, were mainly built by Vastupal and Tejpal, between the 11th and 13th centuries AD. Surrounded by lush greenery and located on a height above the surrounding areas, these temples are world famous for their stunning use of marble - many visitors consider these to be architecturally superior to even the Taj Mahal. Everything from the doors to the ceilings and the pillars are extremely intricately designed - at one point, the marble ceiling is so finely that it's actually translucent. ",Spiritual
Trevors Tank,3.2,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Trevor_Lawrence_SEP2022_%28cropped%29.jpg/600px-Trevor_Lawrence_SEP2022_%28cropped%29.jpg, Trevor's Tank is a man-made crocodile breeding site and wildlife sanctuary. It is a popular picnic spot with picturesque views. A jungle safari is available up to a certain point from where you can walk and explore the pond housing the crocodiles.  ,Wildlife
Bazaars,3.2,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Abu-Ghazala.jpg/600px-Abu-Ghazala.jpg," The summer capital of the Rajputana rulers has marvellous shopping markets which serve as an authentic local experience. Every traveller can find various kinds of goods such as Rajasthani crafts, paintings, leather goods along with a few Gujarati artworks and many other accessories and apparels.  ",Desert
Shankar Math,4.8,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Barisal_Launch_Terninal.jpg/960px-Barisal_Launch_Terninal.jpg, Shankar Math is a Lord Shiva temple in Mount Abu. It is known for the 9ft tall Shiva Linga made of black stone which gives it the impression of Lord Shiva's dreadlocks. Devotees believe his third eye self-manifested on this Shiva Linga making Shankar Math highly revered. The Shiva Linga is automatically bathed by rainwater during the monsoon. ,Spiritual
Mount Abu,4.4,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Mount_Abu.jpg/960px-Mount_Abu.jpg," The Government Museum in Mount Abu is a popular tourist attraction, located within the Raj Bhawan premises. It houses a rich collection of artefacts depicting the tribal life of the region. There are also brass artefacts and Jan bronze carvings on display.  ",Heritage
Champa Cave,4.8,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/TabonCaves.JPG/960px-TabonCaves.JPG, Champa Cave is a historical site in Mount Abu popular for trekking. It is located between Nakki Lake and Toad Road. Champaa Cave holds historical significance as Swami Vivekanand stayed and meditated here for. a few weeks in 1891. The cave site has picturesque surroundings with stunning views. ,Adventure
Market,4.6,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Thar_Khuri.jpg/960px-Thar_Khuri.jpg," Nakki Lake Market is Mount Abu's main shopping market. It spreads across the road leading to the popular Nakki Lake with tiny shops and stalls. The market is known for local Rajasthani handicrafts like bandhaani clothes, cotton and silk Jaipur quilts, handmade dolls, handbags, paintings and leather goods. ",Desert
Banasura Dam,4.3,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Banasurasagar_Main_Dam.jpg/960px-Banasurasagar_Main_Dam.jpg," Lying in the lap of the Banasura hills in the Wayanad district is the picturesque Banasura Sagar dam. Banasura Dam is the largest earthen dam in the country and the second-largest in Asia. The view of the sprawling reservoir from the top of the dam is breathtaking. Adventures like speed boating are readily available, and a trek up to the Banasura Peak is filled with streams, diverse flora, fauna, lush tropical green and majestic waterfalls. An earthen dam, also known as an embankment dam is created by placing mounds of clay, sand, rock or soil. The view of Banasura Lake from the top of the hill is mesmerising. ",Hill Station
Chembra Peak,4.2,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Chembra.jpg/960px-Chembra.jpg," With a height 2100 m, the Chembara peak is an attractive destination for Campers and Mountaineers. Many guided expeditions are conducted to the tallest summit of Wayanad. ",Hill Station
Soochipara Falls,4.2,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Soochipara_Falls%2C_Wayanad_Kerala%2C_2013_%28Landscape%29.jpeg/960px-Soochipara_Falls%2C_Wayanad_Kerala%2C_2013_%28Landscape%29.jpeg," Soochipara Falls is a three-tiered waterfall, which cascades at its best between the months of June and January. The site is also popular with rock climbers apart from picnickers. ",Nature
Vythiri,4.4,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Kerala_Veterinary_and_Animal_Sciences_University_05918.JPG/960px-Kerala_Veterinary_and_Animal_Sciences_University_05918.JPG," Vythiri is a small town located in the Wayanad district, surrounded by lush rainforest. It is known for its spice plantations and indigenous tribal communities. It is a tourist favourite for adventure sports, trekking, and relaxing amidst the serene beauty of the town. Vythiri receives the highest rainfall in the district and is recorded as receiving the second-highest amount of rain in the world. The months of June-September receive the highest rainfalls. Because of its height, at 700 meters above sea level, this is one of the colder regions in Wayanad and is an all-weather destination. Vythiri houses the Pookot lake; wherein one can enjoy a relaxing boat ride and kayaking. Trekking a tourist favourite till the top of Lakkidi, a village 5 kms from Vythiri, from where one can enjoy the breathtakingly stunning view of the valley below. ",Hill Station
Kuruva Dweep,3.5,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Kuruvadweep_.jpg/960px-Kuruvadweep_.jpg, Situated on the tributaries of river Kabani is the Kuruva Island surrounded by a picturesque view of enchanting evergreen forests. The site is popular among those seeking a quiet get-away from the hustle bustle of the cities. ,Wildlife
Pookot Lake,3.6,5-Apr,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/PookodeLake.jpg/600px-PookodeLake.jpg, Lying just 3 km south of Vythiri is a natural fresh water lake unspoiled by human habitation and activities. The Pookode lake tourist resort is famous for its aquarium and green house. Visitors can enjoy a boat ride in its calm waters. Kayaking in the lake is another sought after activity. ,Nature
Kanthanpara Waterfall,4.9,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Wayanad_-_Kanthanpara_Waterfalls_-_2.jpg/960px-Wayanad_-_Kanthanpara_Waterfalls_-_2.jpg," Located in between two lush green tea estates, Kanthanpara Waterfall is a mesmerizing attraction. The walking trails leading up to the waterfall are perfect for nature walks and the picturesque location makes it ideal for camping. The beauty of the attraction is irresistible and offers a quick escape from the busy lifestyle. ",Adventure
Chain Tree,3.2,4-Mar,https://upload.wikimedia.org/wikipedia/commons/5/53/Laburnum_anagyroides2.jpg," Chain Tree is a popular Ficus, which has many myths associated with it. According to one of the legends, the road up was built by a foreign engineer but the route was given to him by a local tribal youth who was shot to death by the engineer. ",Other
Pakshipathalam Bird Sanctuary,4.2,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Munikal_Caves.JPG/960px-Munikal_Caves.JPG," Pakshipathalam Bird Sanctuary is a nature lover and bird watcher's paradise. They have a stunning population of birds thriving in the natural habitat preserved within the sanctuary. The sanctuary is a favourite amongst campers as well. Some rare species of birds and plants are also found here. Other than the well-preserved natural terrain of the sanctuary, there are also some rock-cut caves that one can explore. ",Wildlife
Lakkidi Viewpoint,3.8,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/View_point_of_Thamarassery_Churam.jpg/960px-View_point_of_Thamarassery_Churam.jpg," Lakkidi Viewpoint is a high altitude offering a bird's eye view of the city. Located 32 kilometres from Wayanad, at an elevation of 700 mts, the region mostly stays misty and offers a beautiful view of the hairpin turns down the hill. The thrill of driving up to the point is an experience in itself. One should visit Lakkidi View Point for sunrise and sunset to get the best views. The viewpoint is also a popular picnic spot which is often referred to as the 'Gateway to Wayanad'. ",Hill Station
Banasura Hill,3.9,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/DR0069DSC_9221.jpg/960px-DR0069DSC_9221.jpg," One of the tallest mountains in the region, Banasura Hill is a part of the Western Ghats of India having an altitude of over 2000 metres. The hill has a wide variety of flora and fauna and offers a beautiful atmosphere for nature walks and trekking. The Kurichiya tribe, a tribe expert in bow and arrow, have their settlements at the foothills. ",Hill Station
Meenmutty,4.6,2-Jan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Meenmutty_Falls_Wayanad.JPG/960px-Meenmutty_Falls_Wayanad.JPG," Located 29 km away from Kalpetta in Wayanad district, Meenmutty waterfalls is considered as one of the largest waterfalls in Kalpetta region and second largest in Kerala. It is also one of the most thrilling and beautiful natural attraction in Wayanad. Nestled away in the lap of a jungle trek, the cascading waterfall Meenmutty makes up for a dazzling view. The frothy water of this mighty waterfall flow in three tiers and is located near the Neyyar Reservoir area. The experience of climbing through the rocks to reach this enchanting destination is one of a kind and makes this place a popular tourist location.  ",Beach
Pallikunnu Church,5.0,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Pallikkunnu_Church.jpg/960px-Pallikkunnu_Church.jpg," One of the most popular and sought after pilgrimage centre in north Kerala, Pallikkunnu Church is also referred to as 'Our Lady of Lourdes'. Situated about 19 km away from Kalpetta, this Latin Catholic Church was conceived by a famous priest Fr.Jefreno in the year 1908.   The Church is a Latin-catholic church and an important religious centre for Christians in Northern Kerala. A significant event of the year is Pallikunnu Church festival, which goes on for about 16-days. Festival is from 2nd February to 19th February, 10th and 11th day as being one of the most important ones. People from all around Kerala, visit the festival because of its grand celebration. The most exciting feature of the church is that it has several rituals and practices parallel to Hindu Temples. Best time to visit Church is in February, during the Pallikunnu Church Festival. There is no entry fee, and the church is open from 7 AM to 7 PM for visitors. ",Beach
Tour The Ramoji Film City,4.2,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Ramoji_Film_City.jpg/960px-Ramoji_Film_City.jpg," Located on the outskirts of Hyderabad, Ramoji Film City is certified as the World's largest Film Studio Complex by the Guinness Book of World Records. It is the most famous attraction in Hyderabad. The highlights are the film city tour, Sahas Adventure and holiday carnivals. ",Adventure
Charminar,4.3,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Charminar_Hyderabad_1.jpg/960px-Charminar_Hyderabad_1.jpg," An identifying feature of the city, Charminar is the most prominent landmark of Hyderabad. It was erected by Quli Qutub Shah to signify the founding of Hyderabad. Everyone coming to the city, definitely visits the Charminar. It is also famous for the market that sprawls around it and is called 'Laad' or 'Chudi' Bazaar. ",Other
Chowmahalla Palace,4.2,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Chowmahalla_Palace_01.jpg/960px-Chowmahalla_Palace_01.jpg," The Chowmahalla Palace of Hyderabad once served as the official residence of the Nizams of Hyderabad during their reign still retains some of its past splendour. The architecture of the palace is an imposing sight to behold. The facade itself is a delicate artwork of domes, arches, windows and meticulously carved out designs. ",Heritage
Statue Of Equality,4.3,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Statue_of_Equality_%28Ramanuja%29.jpg/960px-Statue_of_Equality_%28Ramanuja%29.jpg," The Statue of Equality is the second tallest sitting statue in the world at its height of 216 ft. Located in Muchintal, Hyderabad, it is a statue of Sri Bhagavad Ramanujacharya, who worked relentlessly to promote equality. It was built to commemorate his 1000th birthday. The highlights are the dancing water show with light and music and the dynamic fountain show (Leela Jala Neerjanam) held daily. ",Other
Taramati Baradari,3.4,2-Jan,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Taramati-Baradari.jpg/960px-Taramati-Baradari.jpg," Taramati Baradari is an ancient sarai (resting place) built during the reign of Ibrahim Quli Qutub Shah. The building is now a cultural complex which has an open-air auditorium for 1600 people, air-cooled theatre which can accommodate 500 people, a banquet hall and a multi-cuisine restaurant. ",Food
Jala Vihar,3.9,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Tehri_Dam_India.jpg/960px-Tehri_Dam_India.jpg," Sprawling over an area of 12.5 acres adjacent to Hussain Lake, Jalvihar is the largest water amusement park in Hyderabad.  It also has rain dance, indoor game zone, dry rides and an enormous food court. ",Cultural
Salar Jung Museum,3.7,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Salar_Jung_Museum%2C_Hyderabad%2C_India.jpg/960px-Salar_Jung_Museum%2C_Hyderabad%2C_India.jpg," The Salar Jung Museum is located at Darushifa, on the southern bank of the Musi River, in Hyderabad. This is one of the three national museums in the country. The collection of museum was sourced from the property of Salar Jung Family and it has a myriad collection of paintings, sculptures, carvings, manuscripts etc.  ",Heritage
Qutub Shahi Tombs,3.7,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Qutb_Shahi_Tomb_5.jpg/960px-Qutb_Shahi_Tomb_5.jpg," Located in the Ibrahim Bagh, Qutub Shahi Tombs are a group of small and big mosques and tombs built by the rulers of the Qutub Shah dynasty. The tombs are all built on a raised platform and have a dome-shaped structure. The little tombs are single-storeyed while the bigger ones are double storeyed. ",Heritage
Hyderabad,3.9,2-Jan,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/%E0%A6%95%E0%A7%8B%E0%A6%9F%E0%A6%B2%E0%A6%BE_%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A6%AF%E0%A6%BC_%E0%A6%AD%E0%A6%BE%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A6%B0_%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A7%8D%E0%A6%A1%E0%A6%BF_%E0%A6%89%E0%A6%A6%E0%A7%8D%E0%A6%AD%E0%A6%BF%E0%A6%A6_%E0%A6%89%E0%A6%A6%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%2C_%E0%A6%B9%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AC%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B0_%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AC%E0%A7%87%E0%A6%B6%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B0.jpg/960px-thumbnail.jpg," Situated in the Hi-Tech city, around 16 kms from the city centre of Hyderabad, Hyderabad Botanical Garden is a major attraction of the city. The park boasts of a rich variety of plants, shrubs, trees, flowering plants and medicinal herbs. In addition to that, several meandering water ways and fountains add to the charm of the place. ",Nature
Taj Falaknuma Palace,4.4,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Falaknuma_Palace_01.jpg/960px-Falaknuma_Palace_01.jpg," Taj Falaknuma Palace is perched around 2000 metres above the city of Hyderabad. Once the royal residence of Nizam- probably the richest man in the world, the palace has now been converted into a five-star luxury heritage hotel.  ",Heritage
Necklace Road,4.7,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Hussain_Sagar_Map.svg/960px-Hussain_Sagar_Map.svg.png," Necklace Road is a long boulevard that encircles Hyderabad’s Tank Bund, resembling a glittering necklace. Tank Bund consists of the beautiful Hussain Sagar Lake with a giant monolithic statue of Gautama Buddha. Lined with beautiful green gardens, eat streets and local shopping, it is a popular picnic spot. ",Urban
Shilparamam Uppal,3.6,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Entrance_of_Shilparamam%2C_Jubileehills.jpg/960px-Entrance_of_Shilparamam%2C_Jubileehills.jpg," Shilparamam Uppal, also called Mini Shilparamam, is a handicraft flea market and a village themed entertainment park. Spanning nearly 8 acres on the banks of river Musi in Hyderabad, it is a centre of the arts. It has handicraft and handloom stalls, and many photo spots such as an artificial waterfall and a food court.  ",Cultural
Tank Bund,3.9,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Tanks_in_bund.jpg/960px-Tanks_in_bund.jpg," Tank Bund is a road that stretches between Hyderabad and Secunderabad, connecting the two major cities. It borders the Hussain Sagar Lake on one end which contains the famous monolith of Gautam Buddha in the middle. The view of the lake is breathtaking at night when the statue lights up. It is popular for night drives and the many parks and gardens that border Tank Bund makes for popular picnic spots. ",Nature
Sanjeevaiah Park,4.9,3-Feb,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Caribbean_Trumpet_Tree_%28Tabebuia_aurea%29_in_Hyderabad_W_IMG_7091.jpg/960px-Caribbean_Trumpet_Tree_%28Tabebuia_aurea%29_in_Hyderabad_W_IMG_7091.jpg," Spread over 92 acres on land on the banks of Hussain Sagar Lake, Sanjeevaiah Park is dedicated to the former President of India Dr Neelam Sanjeeva Reddy. Replete with lush green trees, flowering shrubs, fountains and glossy grass lawns, the park is the perfect place to rewind and rejuvenate from the daily routined life. ",Nature
Purani Haveli,3.7,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Purani_haveli.JPG/960px-Purani_haveli.JPG," Originally built to serve as the home to the Peshwa of Mohammed Quli Qutub Shah, Mir Momen, Purani Haveli is converted into a museum known for its remarkable exhibits of artwork and talent. It houses a fascinating collection of items gifted to Mir Osman Ali Khan, the seventh Nizam of Hyderabad. ",Heritage
Amaravathi,3.2,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Highcourt_of_AP.jpg/960px-Highcourt_of_AP.jpg, It is famous for its Amareswara temple dedicated to Lord Shiva. The temple is one of the famous Pancharamas. ,Spiritual
Paigah Tombs,4.2,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Paigah_Tombs.jpg/960px-Paigah_Tombs.jpg," Located in the suburbs of Pisal Banda in Hyderabad, Paigah Tombs are a group of tombs of the Paigah royal family. Although now in a derelict and dilapidated state, the Paigah Tombs still boast of striking architecture and marvellously carved marble panels. ",Heritage
Himayat Sagar Lake,3.1,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Himayat_Sagar.jpg/960px-Himayat_Sagar.jpg," Himayat Sagar Lake is named after one of the last Princes of Hyderabad, Himayat Ali Khan. It is an artificial lake and lies parallel to Osman Sagar Lake. The scenic beauty of the lake cannot be overstated. Along with people, it also attracts a wide variety of birds. It is a perfect location to hike and explore nature. The road encircling the lake is perfect for a drive with a view of the sunrise or the sunset.  ",Adventure
Aurobindo Ashram,3.8,3-Feb,https://upload.wikimedia.org/wikipedia/commons/f/f3/The-Mothers-Symbol.png," The Sri Aurobindo Ashram, a spiritual community or ashram located in Pondicherry, is the outcome of a small community of disciples who had gathered around Sri Aurobindo after he retired from politics and settled in Pondicherry in 1910. On 24 November 1926, after a major spiritual realization, Sri Aurobindo withdrew from public view in order to continue his spiritual work. At this time he handed over the full responsibility for the inner and outer lives of the spiritual aspirants and the ashram to his spiritual collaborator, the Mother earlier known as Mirra Alfassa. This date is therefore generally known as the founding-day of the ashram. ",Spiritual
Auroville,4.5,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Town_Hall_of_Auroville.jpg/960px-Town_Hall_of_Auroville.jpg," Auroville is one of those towns which appear to come to life right out of fiction. In the union territory of Pondicherry, this township runs on the principles of peace, harmony, sustainable living and 'divine consciousness' which was the philosophy of the Mother of Sri Aurobindo Society, Mirra Alfassa. This universal township was inaugurated on 28 February 1968 with the agenda that it will be a place with people willing enough to make this a hub of uninterrupted education and progress, regardless of their caste, creed, nationality or race. Called the city of dawn, this place is the epitome of tranquility and proves as the perfect escape for the ones in search of peace. ",Beach
Chidambaram,3.3,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Chidambaram_Temple.jpg/960px-Chidambaram_Temple.jpg, Chidambaram is a highly revered temple town located about 58 km from Pondicherry. The town is known for its several ancient shrines and historic buildings. ,Spiritual
The Statue Of Dupleix,3.3,4-Mar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Joseph_Francois_Dupleix.jpg," Commissioned in the year 1870, this 3 meter high statue was established to honour Francois Dupleix, who governed Pondicherry till 1754. This statue situated at the Place du Republique is built over amazing granite columns. ",Other
Aayi Mandapam,3.2,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Puducherry_Park_Monument.JPG/960px-Puducherry_Park_Monument.JPG," Standing sturdy at the centre of the Bharathi Park in Pondicherry, Aayi Mandapam or Park Monument is a pearly white edifice built during the reign of Napolean III, Emperor of France. The monument was built in the honour of the female courtesan Ayi who tore down her own house to build a water reservoir for the city.  ",Heritage
Meeran Mosque,3.3,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/20160130_Sri_Lanka_4297_crop_Galle_sRGB_%2825744937786%29.jpg/960px-20160130_Sri_Lanka_4297_crop_Galle_sRGB_%2825744937786%29.jpg," One of the most revered religious spot by Muslims; Meeran Mosque was built about three hundred and fifty years ago. In fact, it serves as the oldest mosque in Pondicherry with a distinct type of architecture. ",Heritage
Cluny Embroidery Centre,4.1,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Dragv%C3%A6rk.jpg/960px-Dragv%C3%A6rk.jpg," Housed in an 18th century heritage bungalow on the Rue Romain Rolland Street, Cluny Embroidery Centre is a wonderful venture started by a local convent to provide employment to underprivileged women. The building was supposedly donated by a French woman to help the poor women in need and is currently run by Catholic nuns.  ",Heritage
Ananda Ranga Pillai Mansion,4.5,3-Feb,https://upload.wikimedia.org/wikipedia/commons/0/08/Ananda_Ranga_Pillai.png," Located on the Ranga Pillai Street, opposite the Grand Bazaar, Ananda Ranga Pillai is one of the most ancient heritage buildings of Pondicherry. Built in 1735, the house was named after the courtier Ananda Ranga Pillai, of the French Governor- Joseph Francois Dupleix.  ",Heritage
Ganesh Garden,3.9,4-Mar,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Lalbaugh_Ganesha.jpg/960px-Lalbaugh_Ganesha.jpg," Located on the Ramarajda Street in Pondicherry, Ganesh Garden is a quaint little botanical garden maintained by a French couple. Housed in a residential building, the garden cum nursery has a plethora bushes and shrubberies from medicinal plants to flowering plants. The place has been kept and groomed impressively and is a must visit for gardening enthusiasts. ",Nature
Mahatma Gandhi Statue,3.3,5-Apr,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/New_Gandhi_statue_Patna_01.JPG/960px-New_Gandhi_statue_Patna_01.JPG," The four-meter high statue of Mahatma Gandhi is surrounded by eight granite pillars, which were supposedly brought from Gingee, a fort some 70 km from Pondicherry. The statue is placed in the middle of a garden situated at Dumas Street and attracts tourists in large number. ",Heritage
